# filename:lineno [module]function flags format
drivers/pci/quirks.c:3113 [quirks]fixup_debug_start =_ "calling  %pF @ %i for %s\012"
drivers/pci/quirks.c:3110 [quirks]fixup_debug_start =_ "calling %pF\012"
drivers/pci/pcie/pme.c:208 [pme]pcie_pme_handle_request =_ "Spurious native PME interrupt!\012"
drivers/pci/pcie/pme.c:202 [pme]pcie_pme_handle_request =_ "PME interrupt generated for non-existent device %02x:%02x.%d\012"
drivers/pci/htirq.c:101 [htirq]__ht_create_irq =_ "irq %d for HT\012"
drivers/pci/pci-acpi.c:546 [pci_acpi]acpi_pci_set_power_state =_ "power state changed by ACPI to %s\012"
drivers/video/backlight/backlight.c:338 [backlight]backlight_device_register =_ "backlight_device_register: name=%s\012"
drivers/video/backlight/backlight.c:183 [backlight]backlight_device_set_brightness =_ "set brightness to %lu\012"
drivers/video/backlight/backlight.c:146 [backlight]bl_power_store =_ "set power to %lu\012"
drivers/video/fbdev/core/fbmon.c:1082 [fb]fb_edid_add_monspecs =_ "Adding SVD #%d: %ux%u@%u\012"
drivers/video/fbdev/core/fbmon.c:1070 [fb]fb_edid_add_monspecs =_ "Adding %ux%u@%u\012"
drivers/video/fbdev/core/fbmon.c:1033 [fb]fb_edid_add_monspecs =_ "N%sative mode #%d\012"
drivers/video/fbdev/core/fbmon.c:1027 [fb]fb_edid_add_monspecs =_ "Data block %u of %u bytes\012"
drivers/acpi/tables.c:210 [tables]acpi_table_print_madt_entry =_ "GIC Distributor (gic_id[0x%04x] address[%llx] gsi_base[%d])\012"
drivers/acpi/tables.c:199 [tables]acpi_table_print_madt_entry =_ "GICC (acpi_id[0x%04x] address[%llx] MPIDR[0x%llx] %s)\012"
drivers/acpi/tables.c:176 [tables]acpi_table_print_madt_entry =_ "LSAPIC (acpi_id[0x%02x] lsapic_id[0x%02x] lsapic_eid[0x%02x] %s)\012"
drivers/acpi/tables.c:166 [tables]acpi_table_print_madt_entry =_ "IOSAPIC (id[0x%x] address[%p] gsi_base[%d])\012"
drivers/acpi/tables.c:91 [tables]acpi_table_print_madt_entry =_ "IOAPIC (id[0x%02x] address[0x%08x] gsi_base[%d])\012"
drivers/acpi/tables.c:82 [tables]acpi_table_print_madt_entry =_ "X2APIC (apic_id[0x%02x] uid[0x%02x] %s)\012"
drivers/acpi/tables.c:72 [tables]acpi_table_print_madt_entry =_ "LAPIC (acpi_id[0x%02x] lapic_id[0x%02x] %s)\012"
drivers/acpi/osl.c:1639 [acpi]acpi_os_initialize =_ "ACPI: %s: map reset_reg status %d\012"
drivers/acpi/sleep.c:890 [acpi]lps0_device_attach =_ "_DSM function 0 evaluation failed\012"
drivers/acpi/sleep.c:887 [acpi]lps0_device_attach =_ "_DSM function mask: 0x%x\012"
drivers/acpi/sleep.c:855 [acpi]acpi_sleep_run_lps0_dsm =_ "_DSM function %u evaluation %s\012"
drivers/acpi/sleep.c:829 [acpi]lpi_check_constraints =_ "LPI: required min power state:%s current power state:%s\012"
drivers/acpi/sleep.c:810 [acpi]lpi_device_get_constraints =_ "LPI: constraints list end\012"
drivers/acpi/sleep.c:803 [acpi]lpi_device_get_constraints =_ "Incomplete constraint defined\012"
drivers/acpi/sleep.c:794 [acpi]lpi_device_get_constraints =_ "uid:%d min_dstate:%s\012"
drivers/acpi/sleep.c:767 [acpi]lpi_device_get_constraints =_ "index:%d Name:%s\012"
drivers/acpi/sleep.c:727 [acpi]lpi_device_get_constraints =_ "LPI: constraints list begin:\012"
drivers/acpi/sleep.c:716 [acpi]lpi_device_get_constraints =_ "_DSM function 1 eval %s\012"
drivers/acpi/device_pm.c:795 [acpi]__acpi_pm_set_device_wakeup =_ "Wakeup enabled by ACPI\012"
drivers/acpi/device_pm.c:788 [acpi]__acpi_pm_set_device_wakeup =_ "Wakeup disabled by ACPI\012"
drivers/acpi/device_pm.c:779 [acpi]__acpi_pm_set_device_wakeup =_ "ACPI companion missing in %s!\012"
drivers/acpi/device_pm.c:651 [acpi]acpi_pm_device_sleep_state =_ "ACPI companion missing in %s!\012"
drivers/acpi/device_pm.c:417 [acpi]acpi_pm_notify_handler =_ "Running %pF for %s\012"
drivers/acpi/device_pm.c:404 [acpi]acpi_pm_notify_handler =_ "Wake notify\012"
drivers/acpi/bus.c:399 [acpi]acpi_bus_notify =_ "Unknown event type 0x%x\012"
drivers/acpi/bus.c:380 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_DEVICE_CHECK_LIGHT event\012"
drivers/acpi/bus.c:375 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_EJECT_REQUEST event\012"
drivers/acpi/bus.c:371 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_DEVICE_WAKE event\012"
drivers/acpi/bus.c:366 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_DEVICE_CHECK event\012"
drivers/acpi/bus.c:361 [acpi]acpi_bus_notify =_ "ACPI_NOTIFY_BUS_CHECK event\012"
drivers/acpi/bus.c:196 [acpi]acpi_print_osc_error =_ "\012"
drivers/acpi/bus.c:194 [acpi]acpi_print_osc_error =_ " %x"
drivers/acpi/bus.c:192 [acpi]acpi_print_osc_error =_ "_OSC request data:"
drivers/acpi/bus.c:190 [acpi]acpi_print_osc_error =_ "(%s): %s\012"
drivers/acpi/bus.c:171 [acpi]acpi_bus_get_private_data =_ "No context for object\012"
drivers/acpi/bus.c:154 [acpi]acpi_bus_attach_private_data =_ "Error attaching device data\012"
drivers/acpi/scan.c:1776 [acpi]acpi_device_dep_initialize =_ "Error reading _DEP device info\012"
drivers/acpi/scan.c:1766 [acpi]acpi_device_dep_initialize =_ "Failed to evaluate _DEP.\012"
drivers/acpi/scan.c:1427 [acpi]acpi_dma_get_range =_ "Invalid DMA regions configuration\012"
drivers/acpi/resource.c:243 [acpi]acpi_decode_space =_ "ACPI: translation_offset(%lld) is invalid for non-bridge device.\012"
drivers/acpi/resource.c:230 [acpi]acpi_decode_space =_ "ACPI: Invalid address space min_addr_fix %d, max_addr_fix %d, len %llx\012"
drivers/acpi/resource.c:74 [acpi]acpi_dev_resource_len_valid =_ "ACPI: invalid or unassigned resource %s [%016llx - %016llx] length [%016llx]\012"
drivers/acpi/acpi_processor.c:293 [acpi]acpi_processor_get_info =_ "failed to get CPU physical ID.\012"
drivers/acpi/ec.c:1807 [acpi]ec_honor_ecdt_gpe =_ "Detected system needing ignore DSDT GPE setting.\012"
drivers/acpi/ec.c:1795 [acpi]ec_correct_ecdt =_ "Detected system needing ECDT address correction.\012"
drivers/acpi/ec.c:1638 [acpi]acpi_ec_add =_ "enumerated.\012"
drivers/acpi/ec.c:1620 [acpi]acpi_ec_add =_ "duplicated.\012"
drivers/acpi/ec.c:1255 [acpi]acpi_ec_event_handler =_ "Event stopped\012"
drivers/acpi/ec.c:1233 [acpi]acpi_ec_event_handler =_ "Event started\012"
drivers/acpi/ec.c:1198 [acpi]acpi_ec_query =_ "Query(0x%02x) overlapped\012"
drivers/acpi/ec.c:1196 [acpi]acpi_ec_query =_ "Query(0x%02x) scheduled\012"
drivers/acpi/ec.c:1156 [acpi]acpi_ec_event_processor =_ "Query(0x%02x) stopped\012"
drivers/acpi/ec.c:1151 [acpi]acpi_ec_event_processor =_ "Query(0x%02x) started\012"
drivers/acpi/ec.c:979 [acpi]acpi_ec_stop =_ "%lu: Decrease driver\012"
drivers/acpi/ec.c:971 [acpi]acpi_ec_stop =_ "Stopping EC\012"
drivers/acpi/ec.c:947 [acpi]acpi_ec_start =_ "%lu: Increase driver\012"
drivers/acpi/ec.c:943 [acpi]acpi_ec_start =_ "Starting EC\012"
drivers/acpi/ec.c:805 [acpi]acpi_ec_transaction_unlocked =_ "%lu: Decrease command\012"
drivers/acpi/ec.c:801 [acpi]acpi_ec_transaction_unlocked =_ "Command(%s) stopped\012"
drivers/acpi/ec.c:792 [acpi]acpi_ec_transaction_unlocked =_ "Command(%s) started\012"
drivers/acpi/ec.c:789 [acpi]acpi_ec_transaction_unlocked =_ "%lu: Increase command\012"
drivers/acpi/ec.c:768 [acpi]ec_poll =_ "controller reset, restart transaction\012"
drivers/acpi/ec.c:663 [acpi]advance_transaction =_ "Command(%s) completed by hardware\012"
drivers/acpi/ec.c:627 [acpi]advance_transaction =_ "%s (%d)\012"
drivers/acpi/ec.c:481 [acpi]acpi_ec_complete_query =_ "Command(%s) unblocked\012"
drivers/acpi/ec.c:471 [acpi]acpi_ec_submit_query =_ "Command(%s) submitted/blocked\012"
drivers/acpi/ec.c:441 [acpi]acpi_ec_unmask_gpe =_ "Polling disabled\012"
drivers/acpi/ec.c:431 [acpi]acpi_ec_mask_gpe =_ "Polling enabled\012"
drivers/acpi/ec.c:370 [acpi]acpi_ec_enable_gpe =_ "Polling quirk\012"
drivers/acpi/ec.c:318 [acpi]acpi_ec_write_data =_ "EC_DATA(W) = 0x%2.2x\012"
drivers/acpi/ec.c:311 [acpi]acpi_ec_write_cmd =_ "EC_SC(W) = 0x%2.2x\012"
drivers/acpi/ec.c:305 [acpi]acpi_ec_read_data =_ "EC_DATA(R) = 0x%2.2x\012"
drivers/acpi/ec.c:296 [acpi]acpi_ec_read_status =_ "EC_SC(R) = 0x%2.2x SCI_EVT=%d BURST=%d CMD=%d IBF=%d OBF=%d\012"
drivers/acpi/dock.c:289 [acpi]hotplug_dock_devices =_ "scan error %d\012"
drivers/acpi/pci_root.c:779 [acpi]acpi_pci_probe_root_resources =_ "no IO and memory resources present in _CRS\012"
drivers/acpi/pci_root.c:340 [acpi]acpi_get_pci_dev =_ "Not a PCI-to-PCI bridge\012"
drivers/acpi/pci_irq.c:534 [acpi]acpi_pci_irq_disable =_ "PCI INT %c disabled\012"
drivers/acpi/pci_irq.c:494 [acpi]acpi_pci_irq_enable =_ "PCI INT %c%s -> GSI %u (%s, %s) -> IRQ %d\012"
drivers/acpi/acpi_platform.c:127 [acpi]acpi_create_platform_device =_ "created platform device %s\012"
drivers/acpi/sysfs.c:643 [acpi]acpi_global_event_handler =_ "Other event 0x%02x\012"
drivers/acpi/sysfs.c:641 [acpi]acpi_global_event_handler =_ "Fixed event 0x%02x\012"
drivers/acpi/sysfs.c:638 [acpi]acpi_global_event_handler =_ "GPE event 0x%02x\012"
drivers/acpi/property.c:370 [acpi]acpi_init_properties =_ "Invalid _DSD data, skipping\012"
drivers/acpi/property.c:91 [acpi]acpi_nondev_subnode_extract =_ "Invalid properties/subnodes data, skipping\012"
drivers/acpi/fan.c:369 [fan]acpi_fan_probe =_ "registered as cooling_device%d\012"
drivers/acpi/fan.c:205 [fan]fan_set_state_acpi4 =_ "Failed to set state by _FSL\012"
drivers/acpi/fan.c:146 [fan]fan_get_state_acpi4 =_ "Invalid control value returned\012"
drivers/acpi/acpi_video.c:1813 [video]acpi_video_should_register_backlight =_ "not in _DOD list, ignore\012"
drivers/acpi/processor_driver.c:175 [processor]acpi_pss_perf_init =_ "registered as cooling_device%d\012"
drivers/acpi/processor_idle.c:1451 [processor]acpi_processor_power_init =_ "%s registered with cpuidle\012"
drivers/acpi/processor_idle.c:1064 [processor]acpi_processor_evaluate_lpi =_ "Found %d power states\012"
drivers/acpi/processor_idle.c:1047 [processor]acpi_processor_evaluate_lpi =_ "No wakeup residency found, assuming 10 us\012"
drivers/acpi/processor_idle.c:1042 [processor]acpi_processor_evaluate_lpi =_ "No min. residency found, assuming 10 us\012"
drivers/acpi/processor_idle.c:989 [processor]acpi_processor_evaluate_lpi =_ "count given by _LPI is not valid\012"
drivers/acpi/processor_idle.c:980 [processor]acpi_processor_evaluate_lpi =_ "not enough elements in _LPI\012"
drivers/acpi/processor_perflib.c:136 [processor]acpi_processor_get_platform_limit =_ "CPU %d: _PPC is %d - frequency %s limited\012"
drivers/acpi/cppc_acpi.c:1116 [cppc_acpi]cppc_set_perf =_ "No CPC descriptor for CPU:%d\012"
drivers/acpi/cppc_acpi.c:1045 [cppc_acpi]cppc_get_perf_ctrs =_ "No CPC descriptor for CPU:%d\012"
drivers/acpi/cppc_acpi.c:986 [cppc_acpi]cppc_get_perf_caps =_ "No CPC descriptor for CPU:%d\012"
drivers/acpi/cppc_acpi.c:962 [cppc_acpi]cpc_write =_ "Error: Cannot write %u bit width to PCC\012"
drivers/acpi/cppc_acpi.c:924 [cppc_acpi]cpc_read =_ "Error: Cannot read %u bit width from PCC\012"
drivers/acpi/cppc_acpi.c:785 [cppc_acpi]acpi_cppc_processor_probe =_ "Parsed CPC struct for CPU: %d\012"
drivers/acpi/cppc_acpi.c:762 [cppc_acpi]acpi_cppc_processor_probe =_ "Err in entry:%d in CPC table of CPU:%d \012"
drivers/acpi/cppc_acpi.c:754 [cppc_acpi]acpi_cppc_processor_probe =_ "Unsupported register type: %d\012"
drivers/acpi/cppc_acpi.c:739 [cppc_acpi]acpi_cppc_processor_probe =_ "Mismatched PCC ids.\012"
drivers/acpi/cppc_acpi.c:714 [cppc_acpi]acpi_cppc_processor_probe =_ "Firmware exports revision:%d. Expected:%d\012"
drivers/acpi/cppc_acpi.c:708 [cppc_acpi]acpi_cppc_processor_probe =_ "Unexpected entry type(%d) for Revision\012"
drivers/acpi/cppc_acpi.c:696 [cppc_acpi]acpi_cppc_processor_probe =_ "Firmware exports %d entries. Expected: %d\012"
drivers/acpi/cppc_acpi.c:689 [cppc_acpi]acpi_cppc_processor_probe =_ "Unexpected entry type(%d) for NumEntries\012"
drivers/acpi/cppc_acpi.c:404 [cppc_acpi]acpi_get_psd =_ "Invalid _PSD:coord_type for CPU:%d\012"
drivers/acpi/cppc_acpi.c:397 [cppc_acpi]acpi_get_psd =_ "Unknown _PSD:revision for CPU: %d\012"
drivers/acpi/cppc_acpi.c:392 [cppc_acpi]acpi_get_psd =_ "Unknown _PSD:num_entries for CPU:%d\012"
drivers/acpi/cppc_acpi.c:387 [cppc_acpi]acpi_get_psd =_ "Invalid _PSD data for CPU:%d\012"
drivers/acpi/cppc_acpi.c:375 [cppc_acpi]acpi_get_psd =_ "Invalid _PSD data\012"
drivers/acpi/cppc_acpi.c:350 [cppc_acpi]cppc_chan_tx_done =_ "TX completed. CMD sent:%x, ret:%d\012"
drivers/acpi/cppc_acpi.c:347 [cppc_acpi]cppc_chan_tx_done =_ "TX did not complete: CMD sent:%x, ret:%d\012"
drivers/acpi/cppc_acpi.c:287 [cppc_acpi]send_pcc_cmd =_ "PCC cmd not sent due to MPAR limit"
drivers/acpi/acpi_dbg.c:575 [acpi_dbg]acpi_aml_release =_ "Debugger interface closed.\012"
drivers/acpi/acpi_dbg.c:569 [acpi_dbg]acpi_aml_release =_ "Debugger thread terminated.\012"
drivers/acpi/acpi_dbg.c:566 [acpi_dbg]acpi_aml_release =_ "Terminating debugger thread.\012"
drivers/acpi/acpi_dbg.c:546 [acpi_dbg]acpi_aml_release =_ "Closing debugger interface.\012"
drivers/acpi/acpi_dbg.c:543 [acpi_dbg]acpi_aml_release =_ "Closing debugger reader.\012"
drivers/acpi/acpi_dbg.c:525 [acpi_dbg]acpi_aml_open =_ "Debugger interface opened.\012"
drivers/acpi/acpi_dbg.c:519 [acpi_dbg]acpi_aml_open =_ "Debugger thread initialized.\012"
drivers/acpi/acpi_dbg.c:512 [acpi_dbg]acpi_aml_open =_ "Initializing debugger thread.\012"
drivers/acpi/acpi_dbg.c:509 [acpi_dbg]acpi_aml_open =_ "Opening debugger interface.\012"
drivers/acpi/acpi_dbg.c:495 [acpi_dbg]acpi_aml_open =_ "Opening debugger reader.\012"
drivers/pnp/resource.c:521 [pnp]pnp_add_resource =_ "%pR\012"
drivers/pnp/pnpacpi/core.c:183 [pnp]pnpacpi_resume =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:147 [pnp]pnpacpi_suspend =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:134 [pnp]pnpacpi_can_wakeup =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:112 [pnp]pnpacpi_disable_resources =_ "ACPI device not found in %s!\012"
drivers/pnp/pnpacpi/core.c:108 [pnp]pnpacpi_disable_resources =_ "disable resources\012"
drivers/pnp/pnpacpi/core.c:72 [pnp]pnpacpi_set_resources =_ "ACPI device not found in %s!\012"
drivers/clk/clk.c:2366 [clk]__clk_core_init =_ "%s: clk %s already initialized\012"
drivers/clk/clk.c:1822 [clk]clk_core_set_parent =_ "%s: clk %s can not be parent of clk %s\012"
drivers/clk/clk.c:1588 [clk]clk_core_set_rate_nolock =_ "%s: failed to set %s rate\012"
drivers/clk/clk.c:1413 [clk]clk_calc_new_rates =_ "%s: clk %s can not be parent of clk %s\012"
drivers/clk/clk.c:1404 [clk]clk_calc_new_rates =_ "%s: %s not gated but wants to reparent\012"
drivers/clk/clk.c:1298 [clk]__clk_speculate_rates =_ "%s: clk notifier callback for clock %s aborted with error %d\012"
drivers/dma/dmaengine.c:822 [dmaengine]dmaengine_get =_ "%s: failed to get %s: (%d)\012"
drivers/dma/dmaengine.c:671 [dmaengine]__dma_request_channel =_ "%s: %s (%s)\012"
drivers/dma/dmaengine.c:609 [dmaengine]dma_get_slave_channel =_ "%s: failed to get %s: (%d)\012"
drivers/dma/dmaengine.c:577 [dmaengine]find_candidate =_ "%s: failed to get %s: (%d)\012"
drivers/dma/dmaengine.c:572 [dmaengine]find_candidate =_ "%s: %s module removed\012"
drivers/dma/dmaengine.c:543 [dmaengine]private_candidate =_ "%s: %s filter said false\012"
drivers/dma/dmaengine.c:538 [dmaengine]private_candidate =_ "%s: %s busy\012"
drivers/dma/dmaengine.c:522 [dmaengine]private_candidate =_ "%s: wrong capabilities\012"
drivers/dma/virt-dma.c:127 [virt_dma]vchan_dma_desc_free_list =_ "txd %p: freeing\012"
drivers/dma/virt-dma.c:63 [virt_dma]vchan_tx_desc_free =_ "vchan %p: txd %p[%x]: freeing\012"
drivers/dma/virt-dma.c:36 [virt_dma]vchan_tx_submit =_ "vchan %p: txd %p[%x]: submitted\012"
drivers/dma/acpi-dma.c:441 [acpi_dma]acpi_dma_request_slave_chan_by_name =_ "Looking for DMA channel \042%s\042 at index %d...\012"
drivers/dma/acpi-dma.c:93 [acpi_dma]acpi_dma_parse_resource_group =_ "request line base: 0x%04x end: 0x%04x\012"
drivers/dma/acpi-dma.c:82 [acpi_dma]acpi_dma_parse_resource_group =_ "matches with %.4s%04X (rev %u)\012"
drivers/dma/dw/core.c:1320 [dw_dmac_core]dw_dma_probe =_ "DWC_PARAMS[%d]: 0x%08x\012"
drivers/dma/dw/core.c:1212 [dw_dmac_core]dw_dma_probe =_ "DW_PARAMS: 0x%08x\012"
drivers/dma/dw/core.c:1159 [dw_dmac_core]dwc_free_chan_resources =_ "%s: descs allocated=%u\012"
drivers/dma/dw/core.c:1123 [dw_dmac_core]dwc_alloc_chan_resources =_ "DMA channel not idle?\012"
drivers/dma/dw/core.c:660 [dw_dmac_core]dwc_prep_dma_memcpy =_ "%s: length is zero!\012"
drivers/virtio/virtio_ring.c:951 [virtio_ring]vring_interrupt =_ "virtqueue callback for %p (%p)\012"
drivers/virtio/virtio_ring.c:944 [virtio_ring]vring_interrupt =_ "virtqueue interrupt with no work for %p\012"
drivers/virtio/virtio_ring.c:717 [virtio_ring]virtqueue_get_buf_ctx =_ "No more buffers in queue\012"
drivers/virtio/virtio_ring.c:410 [virtio_ring]virtqueue_add =_ "Added buffer head %i to %p\012"
drivers/virtio/virtio_ring.c:327 [virtio_ring]virtqueue_add =_ "Can't add buf len %i - avail = %i\012"
drivers/xen/grant-table.c:330 [grant_table]gnttab_handle_deferred =_ "freeing g.e. %#x (pfn %#lx)\012"
drivers/xen/xenbus/xenbus_probe.c:645 [xenbus]xenbus_dev_cancel =_ "xenbus_probe (%s:%d) cancel.\012"
drivers/xen/xenbus/xenbus_probe.c:609 [xenbus]xenbus_dev_resume =_ "xenbus_probe (%s:%d) %s.\012"
drivers/xen/xenbus/xenbus_probe.c:589 [xenbus]xenbus_dev_suspend =_ "xenbus_probe (%s:%d) %s.\012"
drivers/xen/xenbus/xenbus_probe.c:348 [xenbus]cleanup_dev =_ "xenbus_probe (%s:%d) %s.\012"
drivers/xen/xenbus/xenbus_probe.c:278 [xenbus]xenbus_dev_shutdown =_ "xenbus_probe (%s:%d) %s.\012"
drivers/xen/xenbus/xenbus_probe.c:259 [xenbus]xenbus_dev_remove =_ "xenbus_probe (%s:%d) %s.\012"
drivers/xen/xenbus/xenbus_probe.c:215 [xenbus]xenbus_dev_probe =_ "xenbus_probe (%s:%d) %s.\012"
drivers/xen/xenbus/xenbus_probe.c:191 [xenbus]xenbus_otherend_changed =_ "state is %d, (%s), %s, %s\012"
drivers/xen/xenbus/xenbus_probe.c:184 [xenbus]xenbus_otherend_changed =_ "Ignoring watch at %s\012"
drivers/xen/xenbus/xenbus_probe_backend.c:258 [xenbus]xenbus_probe_backend_init =_ "(%s:%d) \012"
drivers/xen/xenbus/xenbus_probe_backend.c:209 [xenbus]backend_changed =_ "(%s:%d) \012"
drivers/xen/xenbus/xenbus_probe_backend.c:161 [xenbus]xenbus_probe_backend =_ "(%s:%d) \012"
drivers/xen/xenbus/xenbus_probe_backend.c:145 [xenbus]xenbus_probe_backend_unit =_ "(%s:%d) %s\012\012"
drivers/xen/xenbus/xenbus_probe_backend.c:102 [xenbus]xenbus_uevent_backend =_ "(%s:%d) \012"
drivers/xen/xenbus/xenbus_probe_frontend.c:473 [xenbus_probe_frontend]xenbus_probe_frontend_init =_ "(%s:%d) \012"
drivers/xen/xenbus/xenbus_probe_frontend.c:158 [xenbus_probe_frontend]frontend_changed =_ "(%s:%d) \012"
drivers/xen/xenbus/xenbus_probe_frontend.c:69 [xenbus_probe_frontend]xenbus_probe_frontend =_ "(%s:%d) %s\012"
drivers/xen/xenbus/xenbus_probe_frontend.c:61 [xenbus_probe_frontend]xenbus_probe_frontend =_ "(%s:%d) Ignoring buggy device entry console/0\012"
drivers/tty/tty_io.c:2895 [tty_io]tty_device_create_release =_ "releasing...\012"
drivers/tty/tty_io.c:1518 [tty_io]tty_release_checks =_ "%s %s: bad link = %p\012"
drivers/tty/tty_io.c:1514 [tty_io]tty_release_checks =_ "%s %s: bad other table[%d] = %p\012"
drivers/tty/tty_io.c:1506 [tty_io]tty_release_checks =_ "%s %s: bad driver table[%d] = %p\012"
drivers/tty/tty_io.c:1496 [tty_io]tty_release_checks =_ "%s %s: bad idx %d\012"
drivers/tty/tty_jobctrl.c:109 [tty_jobctrl]__proc_set_tty =_ "%s %s: current tty %s not NULL!!\012"
drivers/tty/vt/vt_ioctl.c:1448 [vt_ioctl]vt_move_to_console =_ "Suspend: Can't switch VCs."
drivers/tty/serial/serial_core.c:1607 [serial_core]uart_hangup =_ "uart_hangup(%d)\012"
drivers/tty/serial/serial_core.c:1578 [serial_core]uart_wait_until_sent =_ "uart_wait_until_sent(%d), jiffies=%lu, expire=%lu...\012"
drivers/tty/serial/serial_core.c:1499 [serial_core]uart_close =_ "uart_close(%d) called\012"
drivers/tty/serial/serial_core.c:649 [serial_core]uart_flush_buffer =_ "uart_flush_buffer(%d) called\012"
drivers/tty/serial/8250/8250_core.c:330 [8250]univ8250_setup_irq =_ "ttyS%d - using backup timer\012"
drivers/tty/serial/8250/8250_core.c:147 [8250]serial8250_interrupt =_ "%s(%d): end\012"
drivers/tty/serial/8250/8250_core.c:117 [8250]serial8250_interrupt =_ "%s(%d): start\012"
drivers/tty/serial/8250/8250_pnp.c:470 [8250]serial_pnp_probe =_ "Setup PNP port: port %lx, mem %pa, irq %d, type %d\012"
drivers/tty/serial/8250/8250_port.c:2348 [8250_base]serial8250_do_startup =_ "ttyS%d - enabling bad tx status workarounds\012"
drivers/tty/serial/8250/8250_port.c:1726 [8250_base]serial8250_read_char =_ "%s: handling break\012"
drivers/tty/serial/8250/8250_dma.c:273 [8250_base]serial8250_release_dma =_ "dma channels released\012"
drivers/tty/serial/8250/8250_dma.c:240 [8250_base]serial8250_request_dma =_ "got both dma channels\012"
drivers/tty/serial/8250/8250_pci.c:3547 [8250_pci]pciserial_init_ports =_ "Setup PCI port: port %lx, irq %d, type %d\012"
drivers/tty/serial/8250/8250_pci.c:1555 [8250_pci]skip_tx_en_setup =_ "serial8250: skipping TxEn test for device [%04x:%04x] subsystem [%04x:%04x]\012"
