NIS,Nº de ruedas,Ratio de pérdida,Año de consolidación,Último análisis
666226377,10,"0,099",2009,21/01/2014
696139693,4,"0,655",1999,07/01/2014
801893809,2,"0,769",2001,16/01/2014
766324064,6,"0,298",1995,25/01/2014
852855476,5,"0,088",2014,23/01/2014
896468690,3,"0,167",2008,18/01/2014
723848430,10,"0,145",2009,02/01/2014
783042069,8,"0,683",2011,06/01/2014
877419239,6,"0,586",2002,26/01/2014
699454455,10,"0,370",2003,27/01/2014
704394966,1,"0,839",2004,19/01/2014
612425544,4,"0,454",2013,27/01/2014
606366692,5,"0,497",2010,20/01/2014
730899414,5,"0,522",2007,18/01/2014
660924516,8,"0,351",2001,06/01/2014
723422510,4,"0,874",2014,01/01/2014
637970704,6,"0,416",2005,31/01/2014
896250037,1,"0,348",2010,27/01/2014
895469881,10,"0,701",1995,24/01/2014
803392727,1,"0,655",2008,11/01/2014
639198677,1,"0,440",2006,08/01/2014
786603975,9,"0,615",1999,30/01/2014
604279835,1,"0,940",2010,10/01/2014
715396147,7,"0,516",2006,19/01/2014
618194582,9,"0,493",1997,30/01/2014
707623367,2,"0,310",1999,28/01/2014
833863671,3,"0,367",2003,01/01/2014
877400748,2,"0,688",2010,17/01/2014
686009425,9,"0,504",2013,11/01/2014
612897940,7,"0,054",1997,04/01/2014
814141861,2,"0,455",2014,15/01/2014
759149426,5,"0,466",2012,28/01/2014
604956595,1,"0,961",2005,14/01/2014
753004932,5,"0,990",2004,21/01/2014
638593379,7,"0,420",2008,27/01/2014
701133225,10,"0,492",2007,24/01/2014
702623299,6,"0,104",2000,11/01/2014
640612244,5,"0,867",2001,11/01/2014
892778544,10,"0,637",2003,28/01/2014
802544585,10,"0,540",2012,17/01/2014
682270708,5,"0,025",2006,30/01/2014
636460913,5,"0,953",2007,20/01/2014
758818009,5,"0,979",2003,22/01/2014
662166478,5,"0,100",2012,04/01/2014
800633516,10,"0,546",2007,23/01/2014
788938354,8,"0,525",2013,29/01/2014
611380442,10,"0,998",2004,02/01/2014
885644137,6,"0,756",2011,15/01/2014
628625665,3,"0,734",2014,15/01/2014
689309919,1,"0,817",2010,29/01/2014
825076110,8,"0,513",2010,19/01/2014
695781913,7,"0,360",2005,15/01/2014
815796438,4,"0,957",2008,19/01/2014
606567964,1,"0,176",2010,12/01/2014
855360251,8,"0,007",2001,03/01/2014
699518795,8,"0,461",2011,31/01/2014
840423400,6,"0,121",1999,16/01/2014
759465195,3,"0,250",2003,18/01/2014
706589513,6,"0,369",2006,14/01/2014
621290014,3,"0,331",1996,28/01/2014
878233412,3,"0,411",1995,27/01/2014
643866081,6,"0,585",2014,23/01/2014
618440166,9,"0,903",2005,06/01/2014
884344407,3,"0,919",2004,31/01/2014
758437901,10,"0,860",2010,27/01/2014
692099095,8,"0,338",1997,14/01/2014
639463169,6,"0,392",1995,02/01/2014
628846216,5,"0,243",2000,29/01/2014
854549392,1,"0,430",2003,01/01/2014
601959552,10,"0,956",2010,05/01/2014
706416430,6,"0,230",2011,07/01/2014
883783182,2,"0,769",1999,06/01/2014
779278213,1,"0,590",1996,05/01/2014
697129060,1,"0,465",1996,23/01/2014
887942460,2,"0,329",2000,24/01/2014
652882559,1,"0,392",2008,21/01/2014
710982049,1,"0,361",2013,18/01/2014
746360593,8,"0,393",2012,25/01/2014
797536699,5,"0,610",1995,27/01/2014
848328232,9,"0,159",1995,26/01/2014
629621795,5,"0,409",1995,14/01/2014
800453868,4,"0,640",2004,29/01/2014
646583793,8,"0,564",2002,08/01/2014
804397771,2,"0,200",2010,18/01/2014
877804867,3,"0,728",1999,06/01/2014
714122048,5,"0,975",1999,04/01/2014
874450735,10,"0,702",2003,04/01/2014
640530846,8,"0,580",1998,30/01/2014
809691829,10,"0,437",2002,25/01/2014
860620549,6,"0,318",2013,16/01/2014
892508631,4,"0,080",1999,25/01/2014
616886379,4,"0,739",1998,05/01/2014
653203516,2,"0,050",2011,05/01/2014
612187048,2,"0,613",2014,28/01/2014
674421312,8,"0,029",2008,02/01/2014
757976432,3,"0,789",2006,23/01/2014
810667708,1,"0,513",2005,24/01/2014
637269922,1,"0,876",2010,07/01/2014
601267240,8,"0,144",2011,31/01/2014
683190551,5,"0,185",1996,04/01/2014
847258649,9,"0,970",2000,11/01/2014
796870962,5,"0,997",2008,23/01/2014
821219447,8,"0,879",1998,04/01/2014
633431573,8,"0,923",2014,15/01/2014
668378900,7,"0,679",1996,07/01/2014
705995739,2,"0,321",1998,28/01/2014
841059856,6,"0,228",2011,16/01/2014
877030254,1,"0,802",1997,08/01/2014
682958486,5,"0,005",1996,16/01/2014
797008207,1,"0,113",2007,16/01/2014
867603932,1,"0,702",2010,22/01/2014
786537263,1,"0,202",2009,07/01/2014
893931690,9,"0,972",2007,06/01/2014
845059621,7,"0,931",1996,08/01/2014
745302207,7,"0,204",2014,22/01/2014
745180916,9,"0,690",2005,30/01/2014
867331754,5,"0,389",2006,31/01/2014
678451396,2,"0,305",2011,21/01/2014
625008060,10,"0,610",2006,26/01/2014
754030604,9,"0,398",2009,25/01/2014
709705936,9,"0,413",2012,02/01/2014
797525841,10,"0,696",2010,05/01/2014
824219836,5,"0,289",2000,22/01/2014
627148928,2,"0,094",2014,13/01/2014
688304086,10,"0,035",1996,16/01/2014
675890403,7,"0,527",1998,16/01/2014
792483764,2,"0,396",2010,24/01/2014
858453866,5,"0,165",2004,05/01/2014
756278205,7,"0,913",2000,18/01/2014
635237033,7,"0,657",1995,31/01/2014
807387699,5,"0,738",2006,08/01/2014
677386158,2,"0,875",2007,29/01/2014
882324106,10,"0,501",2009,23/01/2014
789082377,10,"0,745",2002,20/01/2014
746129670,5,"0,925",1999,30/01/2014
691528339,7,"0,420",2007,06/01/2014
771656767,1,"0,852",2008,14/01/2014
670847543,4,"0,006",2000,24/01/2014
772067850,6,"0,665",2001,13/01/2014
818585396,6,"0,678",2013,21/01/2014
804550916,7,"0,216",2008,15/01/2014
672417218,3,"0,299",2003,02/01/2014
790071708,3,"0,986",2005,16/01/2014
613154373,10,"0,666",2013,05/01/2014
872681610,6,"0,636",1995,11/01/2014
699236399,8,"0,923",1997,06/01/2014
785415044,4,"0,592",2014,04/01/2014
735843282,9,"0,429",2012,20/01/2014
777652851,1,"0,765",1996,20/01/2014
731681384,7,"0,262",2002,09/01/2014
762305877,9,"0,327",1995,24/01/2014
685428588,9,"0,066",1996,22/01/2014
703561858,5,"0,639",2007,13/01/2014
804522487,6,"0,558",1998,27/01/2014
654351428,7,"0,430",2004,21/01/2014
764538032,1,"0,715",2002,04/01/2014
898928056,10,"0,279",2011,12/01/2014
787294760,2,"0,264",2008,04/01/2014
773324532,7,"0,358",1999,10/01/2014
635265858,7,"0,454",1996,12/01/2014
653293471,1,"0,920",2014,12/01/2014
644598220,2,"0,400",2001,17/01/2014
757606905,3,"0,647",1999,20/01/2014
668519830,10,"0,322",1996,06/01/2014
626478322,7,"0,807",2011,30/01/2014
762884079,5,"0,636",1997,07/01/2014
843799524,1,"0,131",1999,03/01/2014
698154780,9,"0,865",1997,18/01/2014
818030947,1,"0,647",2012,05/01/2014
693471037,1,"0,164",2007,21/01/2014
883730800,1,"0,059",2012,08/01/2014
734530146,4,"0,458",2009,07/01/2014
684266728,1,"0,099",1995,02/01/2014
629814179,6,"0,578",2009,16/01/2014
632941394,10,"0,576",1999,22/01/2014
705433555,8,"0,902",2008,09/01/2014
810910651,6,"0,985",2004,10/01/2014
884650749,7,"0,653",2009,13/01/2014
673956580,6,"0,348",2006,29/01/2014
680035750,6,"0,418",2007,31/01/2014
698552399,9,"0,146",2011,19/01/2014
859513643,3,"0,346",2012,25/01/2014
863026484,2,"0,142",2013,22/01/2014
771730979,5,"0,952",2011,12/01/2014
633156736,6,"0,240",2009,05/01/2014
762550756,5,"0,569",2000,30/01/2014
854856616,1,"0,268",2001,08/01/2014
728503527,8,"0,343",1997,29/01/2014
761494419,10,"0,980",2013,24/01/2014
889560671,10,"0,672",1999,17/01/2014
614506550,7,"0,808",2004,05/01/2014
675671106,7,"0,873",1995,03/01/2014
699211660,4,"0,556",2002,19/01/2014
685687365,9,"0,395",2010,27/01/2014
876943986,3,"0,792",2009,07/01/2014
763597823,4,"0,237",2001,04/01/2014
725626869,7,"0,557",2000,13/01/2014
819978953,4,"0,527",2011,06/01/2014
700065131,9,"0,380",2004,05/01/2014
620050231,10,"0,404",2001,31/01/2014
853361784,1,"0,122",2006,13/01/2014
670611418,5,"0,413",2013,02/01/2014
629304819,6,"0,164",1995,07/01/2014
619448979,8,"0,168",1998,08/01/2014
812797196,4,"0,808",1999,22/01/2014
846999452,6,"0,119",2004,09/01/2014
717779196,4,"0,807",2006,28/01/2014
759953430,8,"0,269",1996,28/01/2014
789265082,9,"0,947",2001,10/01/2014
740232192,10,"0,057",2012,01/01/2014
892243469,9,"0,328",1997,08/01/2014
719018813,7,"0,988",2010,12/01/2014
856983541,1,"0,899",2001,22/01/2014
885612959,2,"0,876",1997,15/01/2014
760168759,7,"0,663",2010,01/01/2014
755388960,5,"0,781",2006,08/01/2014
622123834,10,"0,473",2014,28/01/2014
794071232,6,"0,878",2007,22/01/2014
699047057,3,"0,975",2005,24/01/2014
715535945,7,"0,880",1996,20/01/2014
664799823,6,"0,501",2000,11/01/2014
818284364,9,"0,391",2008,07/01/2014
669018977,8,"0,012",2006,06/01/2014
617578176,1,"0,659",2007,20/01/2014
878608832,5,"0,321",2003,05/01/2014
899167080,7,"0,419",2005,07/01/2014
628544433,5,"0,068",1996,29/01/2014
879722909,8,"0,652",2011,04/01/2014
692533158,4,"0,802",1996,04/01/2014
604974085,10,"0,640",2013,15/01/2014
711508454,7,"0,820",2009,21/01/2014
829907408,4,"0,817",2007,06/01/2014
727292893,8,"0,069",2005,08/01/2014
611959584,7,"0,711",2010,30/01/2014
684408990,1,"0,936",1998,10/01/2014
641946822,8,"0,490",2001,19/01/2014
892373805,5,"0,364",2004,16/01/2014
758362389,2,"0,934",2012,20/01/2014
600561833,10,"0,618",2014,07/01/2014
651716513,5,"0,629",2007,28/01/2014
661062134,5,"0,263",2004,29/01/2014
813155980,10,"0,025",1999,12/01/2014
650063755,2,"0,292",1999,14/01/2014
821178167,9,"0,755",2004,04/01/2014
864616260,9,"0,679",2011,13/01/2014
869993256,3,"0,950",2013,30/01/2014
617892745,4,"0,764",2010,09/01/2014
678649915,10,"0,073",2005,01/01/2014
647931254,3,"0,167",2008,25/01/2014
822658576,4,"0,444",2008,29/01/2014
866553535,4,"0,596",2006,04/01/2014
694948329,5,"0,840",2007,08/01/2014
604788998,7,"0,703",2001,06/01/2014
847928797,5,"0,534",2003,16/01/2014
817071880,9,"0,203",2008,04/01/2014
708513882,9,"0,282",2000,20/01/2014
799605419,10,"0,324",2007,22/01/2014
627138832,4,"0,841",2007,13/01/2014
754347186,3,"0,805",1997,24/01/2014
606660734,7,"0,953",2012,07/01/2014
844707970,10,"0,704",1997,01/01/2014
884603590,10,"0,833",1999,04/01/2014
688460486,4,"0,760",2003,05/01/2014
847568735,7,"0,678",1997,27/01/2014
899389027,1,"0,319",2010,30/01/2014
807802740,1,"0,216",2014,23/01/2014
698757966,4,"0,797",2002,06/01/2014
654123766,4,"0,468",2009,14/01/2014
604346044,4,"0,300",2000,24/01/2014
846021991,5,"0,679",2014,31/01/2014
656472319,5,"0,205",2004,07/01/2014
819680329,6,"0,342",2011,13/01/2014
676782624,9,"0,629",2000,07/01/2014
799591913,4,"0,227",2010,14/01/2014
797857182,3,"0,686",2006,15/01/2014
650964966,5,"0,456",1998,05/01/2014
886341817,1,"0,066",2002,26/01/2014
806038031,2,"0,095",2006,09/01/2014
651187429,10,"0,074",2005,02/01/2014
762997102,7,"0,373",2006,26/01/2014
889382955,2,"0,365",2008,10/01/2014
837601230,1,"0,504",1996,18/01/2014
635126281,10,"0,561",1996,01/01/2014
695824682,10,"0,938",2010,19/01/2014
683073895,6,"0,334",2003,26/01/2014
759252044,2,"0,245",2008,10/01/2014
725745953,5,"0,285",2006,08/01/2014
799619652,10,"0,106",2009,14/01/2014
671626392,3,"0,428",2012,23/01/2014
860035641,6,"0,255",1995,18/01/2014
710359005,8,"0,569",2012,28/01/2014
751431961,7,"0,129",2007,08/01/2014
647773626,4,"0,357",2007,07/01/2014
724290686,3,"0,174",2014,04/01/2014
613134348,1,"0,099",1995,19/01/2014
853137277,5,"0,176",2004,11/01/2014
841178941,7,"0,589",2010,21/01/2014
609130132,5,"0,025",1995,11/01/2014
694548244,3,"0,717",2005,15/01/2014
682297973,6,"0,785",2011,01/01/2014
825272529,10,"0,871",2011,03/01/2014
871328002,4,"0,510",2000,23/01/2014
847531770,6,"0,910",2005,16/01/2014
631052054,8,"0,741",2007,24/01/2014
669381184,2,"0,009",2002,15/01/2014
731041136,5,"0,269",1999,27/01/2014
850314580,9,"0,046",2010,18/01/2014
735151174,1,"0,587",2005,22/01/2014
847555535,8,"0,922",1996,15/01/2014
654141256,10,"0,322",1999,19/01/2014
858807382,1,"0,061",2011,02/01/2014
660317069,3,"0,752",2010,06/01/2014
712892666,2,"0,169",2003,08/01/2014
723534672,4,"0,870",2011,29/01/2014
853116289,2,"0,518",1997,02/01/2014
600954110,1,"0,771",2000,25/01/2014
662719301,5,"0,241",2001,10/01/2014
823707452,6,"0,620",2011,15/01/2014
824851454,8,"0,971",1997,03/01/2014
834041294,4,"0,462",2004,14/01/2014
681390216,9,"0,940",2003,25/01/2014
656504478,10,"0,588",2008,23/01/2014
793257546,1,"0,731",1996,12/01/2014
732959829,2,"0,625",2003,01/01/2014
754805413,10,"0,798",2005,09/01/2014
740727662,4,"0,707",2009,12/01/2014
868340017,7,"0,803",1999,31/01/2014
743842097,3,"0,852",1995,18/01/2014
709137063,5,"0,033",2003,09/01/2014
630006096,4,"0,238",2006,20/01/2014
709815335,7,"0,920",1997,23/01/2014
740246960,6,"0,405",1997,30/01/2014
640485142,7,"0,234",2011,31/01/2014
735869693,9,"0,845",2003,06/01/2014
893270028,9,"0,297",2011,29/01/2014
669493797,8,"0,758",2004,24/01/2014
843800201,9,"0,250",2001,07/01/2014
647921506,4,"0,749",2014,13/01/2014
868308062,2,"0,446",2004,08/01/2014
719722302,8,"0,171",2011,07/01/2014
889610944,5,"0,806",2002,01/01/2014
604783227,5,"0,445",2003,19/01/2014
677022261,6,"0,627",2008,11/01/2014
828757133,4,"0,584",2001,19/01/2014
775963332,2,"0,467",2014,04/01/2014
